Month,Customer PO Number,Blue Stock PO number,BHVN PO Number,Sales Month,Inv. Number,Inv. Date,Item #,Qty,Unit price (US$),Total Value (US$),Ship Date,CHD,EHD,AHD,Delay/On Time,Delay/Ontime,BL Number,Customer,Brand,Status,ETA,Date of Booking Placed,Date of Booking Confirmation,Booking time,Reason of Delay,Year,Model Code,Item #/Iman Code ,Item Code,Size,Vessel Name
2021-01-21 00:00:00.000,26168,26168,BHVN-895,2021-05-28,BHVN797,2021-05-27 00:00:00,R55322-L,1224.0,4.98,6095.52,2021-06-01 00:00:00,NaT,NaT,2021-05-27 00:00:00,44343.0,delay,VN21A05581,BTP,FG,Shipped,NaT,NaT,2021-05-18 00:00:00,,,2021,,,,,
2021-01-21 00:00:00.000,26168,26168,BHVN-895,2021-05-28,BHVN797,2021-05-27 00:00:00,R55323-XL,360.0,4.98,1792.8000000000002,2021-06-01 00:00:00,NaT,NaT,2021-05-27 00:00:00,44343.0,delay,VN21A05581,BTP,FG,Shipped,NaT,NaT,2021-05-18 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26332,26332,BHVN-920,2021-05-28,BHVN797,2021-05-27 00:00:00,R55282L,1224.0,4.44,5434.56,2021-06-01 00:00:00,NaT,NaT,2021-05-27 00:00:00,44343.0,delay,VN21A05581,BTP,FG,Shipped,NaT,NaT,2021-05-18 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26332,26332,BHVN-920,2021-05-28,BHVN797,2021-05-27 00:00:00,R55322-L,4104.0,4.98,20437.920000000002,2021-06-01 00:00:00,NaT,NaT,2021-05-27 00:00:00,44343.0,delay,VN21A05581,BTP,FG,Shipped,NaT,NaT,2021-05-18 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26332,26332,BHVN-920,2021-05-28,BHVN797,2021-05-27 00:00:00,R55323-XL,1872.0,4.98,9322.560000000001,2021-06-01 00:00:00,NaT,NaT,2021-05-27 00:00:00,44343.0,delay,VN21A05581,BTP,FG,Shipped,NaT,NaT,2021-05-18 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26558,26558,BHVN-934,2021-05-28,BHVN797,2021-05-27 00:00:00,R32103,1296.0,2.78,3602.8799999999997,2021-06-01 00:00:00,NaT,NaT,2021-05-27 00:00:00,44343.0,delay,VN21A05581,BTP,FG,Shipped,NaT,NaT,2021-05-18 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26475,26475,BHVN-924,2021-05-28,BHVN797,2021-05-27 00:00:00,R55278XL,1440.0,3.44,4953.6,2021-06-01 00:00:00,NaT,NaT,2021-05-27 00:00:00,44343.0,delay,VN21A05581,BTP,FG,Shipped,NaT,NaT,2021-05-18 00:00:00,,,2021,,,,,
2020-10-01 00:00:00.000,26420,26420,BHVN-870,2021-05-28,BHVN798,2021-05-25 00:00:00,665G-10,6000.0,7.75,46500.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-01-21 00:00:00.000,26455,26455,BHVN-887,2021-05-28,BHVN798,2021-05-25 00:00:00,665G-09,3150.0,7.75,24412.5,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-01-21 00:00:00.000,26455,26455,BHVN-887,2021-05-28,BHVN798,2021-05-25 00:00:00,665G-10,5100.0,7.75,39525.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-01-21 00:00:00.000,26455,26455,BHVN-887,2021-05-28,BHVN798,2021-05-25 00:00:00,665G-11,5100.0,7.75,39525.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-01-21 00:00:00.000,26455,26455,BHVN-887,2021-05-28,BHVN798,2021-05-25 00:00:00,665G-12,1800.0,7.75,13950.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26483,26483,BHVN-906,2021-05-28,BHVN798,2021-05-25 00:00:00,664-08,100.0,6.9,690.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26483,26483,BHVN-906,2021-05-28,BHVN798,2021-05-25 00:00:00,664-09,350.0,6.9,2415.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26483,26483,BHVN-906,2021-05-28,BHVN798,2021-05-25 00:00:00,664-10,500.0,6.9,3450.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26483,26483,BHVN-906,2021-05-28,BHVN798,2021-05-25 00:00:00,664-11,400.0,6.9,2760.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26483,26483,BHVN-906,2021-05-28,BHVN798,2021-05-25 00:00:00,664-12,100.0,6.9,690.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26483,26483,BHVN-906,2021-05-28,BHVN798,2021-05-25 00:00:00,664-13,350.0,6.9,2415.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,664-08,100.0,6.9,690.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,664-09,350.0,6.9,2415.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,664-10,450.0,6.9,3105.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,664-11,300.0,6.9,2070.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,664-12,100.0,6.9,690.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,664-13,200.0,6.9,1380.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,R161G-08,150.0,5.04,756.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,R161G-09,550.0,5.04,2772.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,R161G-10,550.0,5.04,2772.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26484,26484,BHVN-907,2021-05-28,BHVN798,2021-05-25 00:00:00,R161G-11,550.0,5.04,2772.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26488,26488,BHVN-911,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-08,200.0,6.74,1348.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26488,26488,BHVN-911,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-09,1000.0,6.74,6740.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26488,26488,BHVN-911,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-12,800.0,6.74,5392.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26488,26488,BHVN-911,2021-05-28,BHVN798,2021-05-25 00:00:00,664-12,200.0,6.9,1380.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26489,26489,BHVN-912,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-08,350.0,6.74,2359.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26489,26489,BHVN-912,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-09,1950.0,6.74,13143.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26489,26489,BHVN-912,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-12,1650.0,6.74,11121.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,26489,26489,BHVN-912,2021-05-28,BHVN798,2021-05-25 00:00:00,664-12,200.0,6.9,1380.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26505,26505,BHVN-921,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-10,2550.0,6.74,17187.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26505,26505,BHVN-921,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-11,1800.0,6.74,12132.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26505,26505,BHVN-921,2021-05-28,BHVN798,2021-05-25 00:00:00,R169G-12,550.0,6.74,3707.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26505,26505,BHVN-921,2021-05-28,BHVN798,2021-05-25 00:00:00,664-12,700.0,6.9,4830.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26506,26506,BHVN-922,2021-05-28,BHVN798,2021-05-25 00:00:00,664-12,350.0,6.9,2415.0,2021-06-02 00:00:00,NaT,NaT,2021-05-25 00:00:00,44341.0,delay,HCMDAL40298 ,RNG,RNG,Shipped,2021-06-21 00:00:00,NaT,2021-05-24 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,J12228E-000,J12228E-000,BHVN-908,2021-05-28,BHVN799,2021-05-31 00:00:00,BHG603R,360.0,4.75,1710.0,2021-06-10 00:00:00,NaT,NaT,2021-05-31 00:00:00,44347.0,delay,HCNYCSL60230 ,BC,BC,Shipped,2021-07-10 00:00:00,NaT,2021-05-26 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,J12228E-000,J12228E-000,BHVN-908,2021-05-28,BHVN799,2021-05-31 00:00:00,BHG624L,1152.0,5.4,6220.8,2021-06-10 00:00:00,NaT,NaT,2021-05-31 00:00:00,44347.0,delay,HCNYCSL60230 ,BC,BC,Shipped,2021-07-10 00:00:00,NaT,2021-05-26 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,J12228E-000,J12228E-000,BHVN-908,2021-05-28,BHVN799,2021-05-31 00:00:00,BHG601R,216.0,12.5,2700.0,2021-06-10 00:00:00,NaT,NaT,2021-05-31 00:00:00,44347.0,delay,HCNYCSL60230 ,BC,BC,Shipped,2021-07-10 00:00:00,NaT,2021-05-26 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,J12228E-000,J12228E-000,BHVN-908,2021-05-28,BHVN799,2021-05-31 00:00:00,81070L,360.0,2.05,737.9999999999999,2021-06-10 00:00:00,NaT,NaT,2021-05-31 00:00:00,44347.0,delay,HCNYCSL60230 ,BC,BC,Shipped,2021-07-10 00:00:00,NaT,2021-05-26 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,J12228E-000,J12228E-000,BHVN-908,2021-05-28,BHVN799,2021-05-31 00:00:00,BHG621L,576.0,4.8,2764.7999999999997,2021-06-10 00:00:00,NaT,NaT,2021-05-31 00:00:00,44347.0,delay,HCNYCSL60230 ,BC,BC,Shipped,2021-07-10 00:00:00,NaT,2021-05-26 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,J12228E-000,J12228E-000,BHVN-908,2021-05-28,BHVN799,2021-05-31 00:00:00,BHG622L,936.0,4.0,3744.0,2021-06-10 00:00:00,NaT,NaT,2021-05-31 00:00:00,44347.0,delay,HCNYCSL60230 ,BC,BC,Shipped,2021-07-10 00:00:00,NaT,2021-05-26 00:00:00,,,2021,,,,,
2021-03-21 00:00:00.000,J12228E-000,J12228E-000,BHVN-908,2021-05-28,BHVN799,2021-05-31 00:00:00,BHG602,144.0,6.8,979.1999999999999,2021-06-10 00:00:00,NaT,NaT,2021-05-31 00:00:00,44347.0,delay,HCNYCSL60230 ,BC,BC,Shipped,2021-07-10 00:00:00,NaT,2021-05-26 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26475,26475,BHVN-924,2021-05-28,BHVN800,2021-05-29 00:00:00,55307-16,1800.0,3.41,6138.0,2021-06-06 00:00:00,NaT,NaT,2021-05-29 00:00:00,44345.0,delay,VN21A06267 ,BTP,HSK,Shipped,2021-07-06 00:00:00,NaT,2021-05-21 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26475,26475,BHVN-924,2021-05-28,BHVN800,2021-05-29 00:00:00,R55278XL,2520.0,3.44,8668.8,2021-06-06 00:00:00,NaT,NaT,2021-05-29 00:00:00,44345.0,delay,VN21A06267 ,BTP,FG,Shipped,2021-07-06 00:00:00,NaT,2021-05-21 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26475,26475,BHVN-924,2021-05-28,BHVN800,2021-05-29 00:00:00,R55282L,1800.0,4.44,7992.000000000001,2021-06-06 00:00:00,NaT,NaT,2021-05-29 00:00:00,44345.0,delay,VN21A06267 ,BTP,FG,Shipped,2021-07-06 00:00:00,NaT,2021-05-21 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26475,26475,BHVN-924,2021-05-28,BHVN800,2021-05-29 00:00:00,R55296M,12672.0,3.97,50307.840000000004,2021-06-06 00:00:00,NaT,NaT,2021-05-29 00:00:00,44345.0,delay,VN21A06267 ,BTP,FG,Shipped,2021-07-06 00:00:00,NaT,2021-05-21 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26475,26475,BHVN-924,2021-05-28,BHVN800,2021-05-29 00:00:00,R55297L,1800.0,3.97,7146.0,2021-06-06 00:00:00,NaT,NaT,2021-05-29 00:00:00,44345.0,delay,VN21A06267 ,BTP,FG,Shipped,2021-07-06 00:00:00,NaT,2021-05-21 00:00:00,,,2021,,,,,
2021-04-21 00:00:00.000,26508,26508,BHVN-925,2021-05-28,BHVN800,2021-05-29 00:00:00,R55276-M,9360.0,3.44,32198.399999999998,2021-06-06 00:00:00,NaT,NaT,2021-05-29 00:00:00,44345.0,delay,VN21A06267 ,BTP,FG,Shipped,2021-07-06 00:00:00,NaT,2021-05-21 00:00:00,,,2021,,,,,
2021-02-26 00:00:00.000,4515551965,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,48.0,3.059,146.832,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515551965,2020-105335-6+2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,48.0,3.080075,147.84359999999998,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515551965,2020-105335-6+2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,48.0,3.059,146.832,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515551965,2020-105335-6+2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,96.0,3.059,293.664,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2020-09-07 00:00:00.000,4515551965,2020-105335-4,BHVND-124,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,96.0,3.059,293.664,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2020-09-09 00:00:00.000,4515768985,2020-105335-5,BHVND-128,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,96.0,3.059,293.664,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515768985,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,32.0,3.080075,98.5624,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515768985,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,36.0,3.059,110.12400000000001,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515768985,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,48.0,3.059,146.832,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515768985,2020-105335-5+2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,132.0,3.059,403.788,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,1120273376,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,264.0,3.059,807.576,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,1120273376,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,288.0,3.059,880.9920000000001,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,1120273376,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,720.0,3.080075,2217.654,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,1120273376,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,1008.0,3.059,3083.472,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,1120273376,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,960.0,3.059,2936.6400000000003,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,1120273376,2021-105335-1,BHVND-137,2021-06-28,BHDE179,2021-06-04 00:00:00,105335,2640.0,3.059,8075.76,2021-06-12 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-07 00:00:00,0.0,on time,DEC0045864,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515781575,2021-105335-1 ,BHVND-137,2021-06-28,BHDE180,2021-06-11 00:00:00,105335,48.0,3.059,146.832,2021-06-21 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,0.0,on time,DEC0045900,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515781575,2021-105335-1 ,BHVND-137,2021-06-28,BHDE180,2021-06-11 00:00:00,105335,48.0,3.059,146.832,2021-06-21 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,0.0,on time,DEC0045900,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515781575,2021-105335-1 ,BHVND-137,2021-06-28,BHDE180,2021-06-11 00:00:00,105335,96.0,3.059,293.664,2021-06-21 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,0.0,on time,DEC0045900,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
2021-02-26 00:00:00.000,4515781575,2021-105335-1 ,BHVND-137,2021-06-28,BHDE180,2021-06-11 00:00:00,105335,144.0,3.059,440.49600000000004,2021-06-21 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,2021-06-14 00:00:00,0.0,on time,DEC0045900,DCL,DCL,Shipped,NaT,2021-05-31 00:00:00,2021-06-10 00:00:00,10.0,,2021,,,,,
